Date,Region,Product,Category,Campaign,Marketing_Channel,Quarter,Spend,Impressions,Clicks,Conversions,Conversion Rate,Revenue,CTR,CPC,ROI
2/21/2024,South,Bluetooth Speaker,Electronics,Summer Sale Campaign,Email,Q1,2050,70000,3500,175,5%,26250,0.05,0.59,11.8
2/28/2024,South,Sneakers,Fashion,Summer Sale Campaign,Direct Mail,Q1,5400,58000,1740,87,5%,21750,0.03,3.1,3.03
3/6/2024,North,Gym Gloves,Health & Fitness,Summer Sale Campaign,Social Media,Q1,2850,89000,3560,178,5%,26700,0.04,0.8,8.37
3/13/2024,South,Running Shoes,Fashion,Retargeting Campaign,Email,Q1,2150,72000,3600,180,5%,27000,0.05,0.6,11.56
3/20/2024,West,Casual T-Shirt,Fashion,Influencer Marketing Campaign,Search Engine,Q2,3650,114000,4560,228,5%,34200,0.04,0.8,8.37
3/27/2024,West,Multivitamins,Health & Fitness,Email Promotion,Email,Q2,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
4/3/2024,South,Gaming Mouse,Electronics,Cart Abandonment Campaign,Direct Mail,Q2,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
4/10/2024,North,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Social Media,Q2,3150,97000,3880,194,5%,29100,0.04,0.81,8.24
4/17/2024,West,Sneakers,Fashion,Retargeting Campaign,Email,Q2,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
4/24/2024,South,Fitness Tracker,Electronics,Retargeting Campaign,Search Engine,Q2,3850,120000,4800,240,5%,36000,0.04,0.8,8.35
5/1/2024,South,Denim Jeans,Fashion,Summer Sale Campaign,Email,Q2,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
5/8/2024,South,Protein Powder,Health & Fitness,Influencer Marketing Campaign,Direct Mail,Q2,5200,56000,1680,84,5%,21000,0.03,3.1,3.04
5/15/2024,West,Fitness Tracker,Electronics,Summer Sale Campaign,Social Media,Q2,3250,100000,4000,200,5%,30000,0.04,0.81,8.23
5/22/2024,West,Sneakers,Fashion,Seasonal Discount Campaign,Email,Q2,2350,76000,3800,190,5%,28500,0.05,0.62,11.13
5/29/2024,North,Gaming Mouse,Electronics,Email Promotion,Search Engine,Q2,3550,112000,4480,224,5%,33600,0.04,0.79,8.46
6/5/2024,West,Smart Watch,Electronics,Social Media Boost Campaign,Email,Q2,2050,71000,3550,178,5%,26625,0.05,0.58,11.99
6/12/2024,East,Hoodie,Fashion,Influencer Marketing Campaign,Direct Mail,Q2,5800,62000,1860,93,5%,23250,0.03,3.12,3.01
6/19/2024,South,Laptop Stand,Electronics,Seasonal Discount Campaign,Social Media,Q2,3450,104000,4160,208,5%,31200,0.04,0.83,8.04
6/26/2024,North,Smart Watch,Electronics,Summer Sale Campaign,Email,Q2,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
7/3/2024,East,Casual T-Shirt,Fashion,Loyalty Program Campaign,Search Engine,Q3,3750,117000,4680,234,5%,35100,0.04,0.8,8.36
7/10/2024,South,Fitness Tracker,Electronics,Social Media Boost Campaign,Email,Q3,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
7/17/2024,North,Smart Watch,Electronics,Retargeting Campaign,Direct Mail,Q3,5700,61000,1830,92,5%,22875,0.03,3.11,3.01
7/24/2024,North,Wireless Earbuds,Electronics,Influencer Marketing Campaign,Social Media,Q3,3350,102000,4080,204,5%,30600,0.04,0.82,8.13
7/31/2024,South,Gaming Mouse,Electronics,Social Media Boost Campaign,Email,Q3,2150,73000,3650,182,5%,27375,0.05,0.59,11.73
8/7/2024,West,Gaming Mouse,Electronics,New Product Launch,Search Engine,Q3,3950,122000,4880,244,5%,36600,0.04,0.81,8.27
8/14/2024,West,Hoodie,Fashion,Summer Sale Campaign,Email,Q3,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
8/21/2024,West,Casual T-Shirt,Fashion,Search Engine Ads Campaign,Direct Mail,Q3,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
8/28/2024,South,Multivitamins,Health & Fitness,Summer Sale Campaign,Social Media,Q3,3250,99000,3960,198,5%,29700,0.04,0.82,8.14
9/4/2024,North,Hoodie,Fashion,Summer Sale Campaign,Email,Q3,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
9/11/2024,West,Mechanical Keyboard,Electronics,Influencer Marketing Campaign,Search Engine,Q4,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
9/18/2024,North,Sports Jacket,Fashion,New Product Launch,Email,Q4,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
9/25/2024,South,Yoga Pants,Fashion,Loyalty Program Campaign,Direct Mail,Q4,5900,63000,1890,94,5%,23625,0.03,3.12,3
10/2/2024,West,Power Bank,Electronics,Influencer Marketing Campaign,Social Media,Q4,3550,108000,4320,216,5%,32400,0.04,0.82,8.13
10/9/2024,South,Mechanical Keyboard,Electronics,New Product Launch,Email,Q4,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
10/16/2024,East,Casual T-Shirt,Fashion,Retargeting Campaign,Search Engine,Q4,3850,121000,4840,242,5%,36300,0.04,0.8,8.43
10/23/2024,North,Protein Powder,Health & Fitness,Email Promotion,Email,Q4,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
10/30/2024,South,Power Bank,Electronics,Summer Sale Campaign,Direct Mail,Q4,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
11/6/2024,South,Denim Jeans,Fashion,Retargeting Campaign,Social Media,Q4,3650,110000,4400,220,5%,33000,0.04,0.83,8.04
11/13/2024,East,Yoga Pants,Fashion,New Product Launch,Email,Q4,2950,88000,4400,220,5%,33000,0.05,0.67,10.19
11/20/2024,East,Hoodie,Fashion,Loyalty Program Campaign,Search Engine,Q4,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
11/27/2024,North,Power Bank,Electronics,New Product Launch,Email,Q4,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
12/4/2024,West,Yoga Pants,Fashion,Email Promotion,Direct Mail,Q4,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
12/11/2024,North,Multivitamins,Health & Fitness,Retargeting Campaign,Social Media,Q4,3750,113000,4520,226,5%,33900,0.04,0.83,8.04
12/18/2024,East,Gaming Mouse,Electronics,Summer Sale Campaign,Email,Q4,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
12/25/2024,East,Denim Jeans,Fashion,Email Promotion,Search Engine,Q4,4150,127000,5080,254,5%,38100,0.04,0.82,8.18
5/19/2024,West,Power Bank,Electronics,Loyalty Program Campaign,Social Media,Q4,2417.89,8982,282,29,10%,10829.6,0.0314,8.57,3.4789
2/25/2024,South,Wireless Earbuds,Electronics,Email Promotion,Social Media,Q4,2712.51,9938,859,2,0%,4735.08,0.0864,3.16,0.7456
11/26/2023,West,Gaming Mouse,Electronics,Retargeting Campaign,Email,Q4,2088.39,2859,933,44,5%,4436.96,0.3263,2.24,1.1246
11/19/2023,West,Sneakers,Fashion,Retargeting Campaign,Social Media,Q3,688.4,4477,205,38,19%,17378.22,0.0458,3.36,24.2444
4/23/2023,West,Hoodie,Fashion,Social Media Boost Campaign,Search Engine,Q2,2426.42,6635,822,14,2%,12020.84,0.1239,2.95,3.9541
4/16/2023,West,Wireless Earbuds,Electronics,Retargeting Campaign,Direct Mail,Q3,2191.96,9477,898,42,5%,18187.47,0.0948,2.44,7.2974
6/18/2023,South,Mechanical Keyboard,Electronics,Loyalty Program Campaign,Search Engine,Q1,2529.77,5797,633,11,2%,8063.26,0.1092,4,2.1873
5/19/2024,West,Fitness Tracker,Electronics,Summer Sale Campaign,Social Media,Q4,2417.89,8982,282,29,10%,10829.6,0.0314,8.57,3.4789
5/14/2023,North,Gaming Mouse,Electronics,Seasonal Discount Campaign,Search Engine,Q4,1233.05,6000,870,19,2%,17779.58,0.145,1.42,13.4192
2/4/2024,West,Gym Gloves,Health & Fitness,Flash Sale Campaign,Email,Q1,3258.37,6139,843,34,4%,16217.39,0.1373,3.87,3.9771
10/15/2023,West,Hoodie,Fashion,Summer Sale Campaign,Direct Mail,Q1,4860.17,9056,222,37,17%,12814.42,0.0245,21.89,1.6366
3/17/2024,West,Bluetooth Speaker,Electronics,Retargeting Campaign,Direct Mail,Q3,560.38,9916,916,50,5%,9119.65,0.0924,0.61,15.274
12/24/2023,West,Casual T-Shirt,Fashion,Summer Sale Campaign,Direct Mail,Q3,1730.76,8184,821,33,4%,7941.68,0.1003,2.11,3.5886
9/17/2023,East,Sports Jacket,Fashion,Retargeting Campaign,Direct Mail,Q2,2760.36,5113,449,2,0%,6173,0.0878,6.15,1.2363
3/10/2024,East,Gaming Mouse,Electronics,Loyalty Program Campaign,Social Media,Q3,4080.86,3958,336,20,6%,16097.73,0.0849,12.15,2.9447
12/4/2024,North,Hoodie,Fashion,Social Media Boost Campaign,Direct Mail,Q3,1730.76,8184,821,33,4%,7941.68,0.1003,2.11,3.5886
12/11/2024,North,Power Bank,Electronics,Retargeting Campaign,Search Engine,Q1,2828.02,5429,502,17,3%,5384.96,0.0925,5.63,0.9041
12/18/2024,North,Running Shoes,Fashion,Summer Sale Campaign,Email,Q3,969.39,8563,879,2,0%,10178.95,0.1027,1.1,9.5004
12/25/2024,South,Sports Jacket,Fashion,Social Media Boost Campaign,Social Media,Q3,688.4,4477,205,38,19%,17378.22,0.0458,3.36,24.2444
5/7/2023,North,Power Bank,Electronics,Retargeting Campaign,Direct Mail,Q2,2947.59,6421,409,32,8%,13245.18,0.0637,7.21,3.4936
11/26/2023,South,Sneakers,Fashion,Seasonal Discount Campaign,Email,Q4,2088.39,2859,933,44,5%,4436.96,0.3263,2.24,1.1246
5/28/2023,South,Yoga Pants,Fashion,Search Engine Ads Campaign,Search Engine,Q2,1358.97,8342,147,37,25%,3523.57,0.0176,9.24,1.5928
6/16/2024,South,Laptop Stand,Electronics,Flash Sale Campaign,Email,Q1,3114.54,7818,441,39,9%,7945.99,0.0564,7.06,1.5513
3/10/2024,West,Yoga Pants,Fashion,Email Promotion,Social Media,Q3,4080.86,3958,336,20,6%,16097.73,0.0849,12.15,2.9447
8/20/2023,East,Laptop Stand,Electronics,Summer Sale Campaign,Social Media,Q3,3283.84,5414,643,4,1%,19911.6,0.1188,5.11,5.0635
1/5/2023,West,Power Bank,Electronics,Loyalty Program Campaign,Email,Q1,1650,61000,3050,152,5%,22875,0.05,0.54,12.86
12/4/2024,East,Fitness Tracker,Electronics,Retargeting Campaign,Search Engine,Q1,3050,95000,3800,190,5%,28500,0.04,0.8,8.34
12/11/2024,East,Protein Powder,Health & Fitness,Search Engine Ads Campaign,Social Media,Q1,2450,78000,3900,195,5%,29250,0.05,0.63,10.94
12/18/2024,North,Smart Watch,Electronics,Search Engine Ads Campaign,Direct Mail,Q1,5000,54000,1620,81,5%,20250,0.03,3.09,3.05
12/25/2024,East,Bluetooth Speaker,Electronics,Email Promotion,Social Media,Q1,3150,98000,3920,196,5%,29400,0.04,0.8,8.33
2/9/2023,South,Smart Watch,Electronics,Brand Awareness Campaign,Email,Q1,1950,68000,3400,170,5%,25500,0.05,0.57,12.08
2/16/2023,West,Running Shoes,Fashion,Retargeting Campaign,Search Engine,Q1,3550,112000,4480,224,5%,33600,0.04,0.79,8.46
2/23/2023,North,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q1,2150,72000,3600,180,5%,27000,0.05,0.6,11.56
3/2/2023,South,Yoga Pants,Fashion,New Product Launch,Direct Mail,Q1,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
3/9/2023,North,Smart Watch,Electronics,Influencer Marketing Campaign,Social Media,Q1,2950,92000,3680,184,5%,27600,0.04,0.8,8.36
3/16/2023,East,Power Bank,Electronics,Retargeting Campaign,Email,Q1,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
3/23/2023,North,Mechanical Keyboard,Electronics,Cart Abandonment Campaign,Search Engine,Q2,3750,118000,4720,236,5%,35400,0.04,0.79,8.44
3/30/2023,North,Resistance Bands,Health & Fitness,Retargeting Campaign,Email,Q2,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
4/6/2023,West,Casual T-Shirt,Fashion,Summer Sale Campaign,Direct Mail,Q2,5700,61000,1830,92,5%,22875,0.03,3.11,3.01
4/13/2023,South,Sports Jacket,Fashion,Search Engine Ads Campaign,Social Media,Q2,3250,100000,4000,200,5%,30000,0.04,0.81,8.23
4/20/2023,North,Gaming Mouse,Electronics,Summer Sale Campaign,Email,Q2,2350,76000,3800,190,5%,28500,0.05,0.62,11.13
4/27/2023,North,Fitness Tracker,Electronics,Search Engine Ads Campaign,Search Engine,Q2,3950,122000,4880,244,5%,36600,0.04,0.81,8.27
5/4/2023,North,Gym Gloves,Health & Fitness,Social Media Boost Campaign,Email,Q2,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
5/11/2023,North,Denim Jeans,Fashion,Retargeting Campaign,Direct Mail,Q2,5300,57000,1710,86,5%,21375,0.03,3.1,3.03
5/18/2023,West,Protein Powder,Health & Fitness,Retargeting Campaign,Social Media,Q2,3350,102000,4080,204,5%,30600,0.04,0.82,8.13
5/25/2023,South,Gaming Mouse,Electronics,New Product Launch,Email,Q2,2450,78000,3900,195,5%,29250,0.05,0.63,10.94
6/1/2023,East,Bluetooth Speaker,Electronics,Summer Sale Campaign,Search Engine,Q2,3650,115000,4600,230,5%,34500,0.04,0.79,8.45
6/8/2023,West,Smart Watch,Electronics,Summer Sale Campaign,Email,Q2,2150,73000,3650,182,5%,27375,0.05,0.59,11.73
6/15/2023,South,Fitness Tracker,Electronics,New Product Launch,Direct Mail,Q2,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
6/22/2023,West,Bluetooth Speaker,Electronics,Social Media Boost Campaign,Social Media,Q2,3550,108000,4320,216,5%,32400,0.04,0.82,8.13
6/29/2023,North,Denim Jeans,Fashion,Seasonal Discount Campaign,Email,Q2,2650,82000,4100,205,5%,30750,0.05,0.65,10.6
7/6/2023,North,Hoodie,Fashion,Summer Sale Campaign,Search Engine,Q3,3850,120000,4800,240,5%,36000,0.04,0.8,8.35
7/13/2023,North,Multivitamins,Health & Fitness,Summer Sale Campaign,Email,Q3,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
7/20/2023,West,Wireless Earbuds,Electronics,Summer Sale Campaign,Direct Mail,Q3,5800,62000,1860,93,5%,23250,0.03,3.12,3.01
7/27/2023,East,Resistance Bands,Health & Fitness,Influencer Marketing Campaign,Social Media,Q3,3450,105000,4200,210,5%,31500,0.04,0.82,8.13
8/3/2023,West,Running Shoes,Fashion,New Product Launch,Email,Q3,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
8/10/2023,North,Running Shoes,Fashion,New Product Launch,Search Engine,Q3,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
8/17/2023,South,Protein Powder,Health & Fitness,Social Media Boost Campaign,Email,Q3,2750,85000,4250,212,5%,31875,0.05,0.65,10.59
8/24/2023,East,Denim Jeans,Fashion,Summer Sale Campaign,Direct Mail,Q3,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
8/31/2023,South,Laptop Stand,Electronics,Summer Sale Campaign,Social Media,Q3,3350,102000,4080,204,5%,30600,0.04,0.82,8.13
9/7/2023,East,Fitness Tracker,Electronics,Retargeting Campaign,Email,Q3,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
9/14/2023,South,Multivitamins,Health & Fitness,New Product Launch,Search Engine,Q3,4150,128000,5120,256,5%,38400,0.04,0.81,8.25
9/21/2023,West,Smart Watch,Electronics,Summer Sale Campaign,Email,Q3,2850,87000,4350,218,5%,32625,0.05,0.66,10.45
9/28/2023,North,Power Bank,Electronics,Retargeting Campaign,Direct Mail,Q4,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
10/5/2023,South,Mechanical Keyboard,Electronics,Flash Sale Campaign,Social Media,Q4,3650,111000,4440,222,5%,33300,0.04,0.82,8.12
10/12/2023,North,Gym Gloves,Health & Fitness,Summer Sale Campaign,Email,Q4,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
10/19/2023,East,Running Shoes,Fashion,Summer Sale Campaign,Search Engine,Q4,3950,123000,4920,246,5%,36900,0.04,0.8,8.34
10/26/2023,West,Smart Watch,Electronics,New Product Launch,Email,Q4,2650,82000,4100,205,5%,30750,0.05,0.65,10.6
11/2/2023,East,Gaming Mouse,Electronics,Search Engine Ads Campaign,Direct Mail,Q4,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
11/9/2023,North,Smart Watch,Electronics,Search Engine Ads Campaign,Social Media,Q4,3750,114000,4560,228,5%,34200,0.04,0.82,8.12
11/16/2023,North,Denim Jeans,Fashion,Social Media Boost Campaign,Email,Q4,3050,93000,4650,232,5%,34875,0.05,0.66,10.43
11/23/2023,West,Gym Gloves,Health & Fitness,Seasonal Discount Campaign,Search Engine,Q4,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
11/30/2023,East,Denim Jeans,Fashion,Social Media Boost Campaign,Email,Q4,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
12/7/2023,South,Protein Powder,Health & Fitness,Search Engine Ads Campaign,Direct Mail,Q4,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
12/14/2023,East,Protein Powder,Health & Fitness,Retargeting Campaign,Social Media,Q4,3850,118000,4720,236,5%,35400,0.04,0.82,8.19
12/21/2023,North,Sneakers,Fashion,Summer Sale Campaign,Email,Q4,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
12/28/2023,West,Gaming Mouse,Electronics,Email Promotion,Search Engine,Q4,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
1/4/2024,South,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q1,1750,64000,3200,160,5%,24000,0.05,0.55,12.71
1/11/2024,North,Protein Powder,Health & Fitness,Email Promotion,Search Engine,Q1,3150,98000,3920,196,5%,29400,0.04,0.8,8.33
1/18/2024,South,Bluetooth Speaker,Electronics,New Product Launch,Social Media,Q1,2550,80000,4000,200,5%,30000,0.05,0.64,10.76
1/25/2024,East,Yoga Pants,Fashion,Search Engine Ads Campaign,Direct Mail,Q1,5200,56000,1680,84,5%,21000,0.03,3.1,3.04
2/1/2024,North,Mechanical Keyboard,Electronics,Email Promotion,Social Media,Q1,3250,100000,4000,200,5%,30000,0.04,0.81,8.23
2/8/2024,East,Denim Jeans,Fashion,Search Engine Ads Campaign,Email,Q1,2050,71000,3550,178,5%,26625,0.05,0.58,11.99
2/15/2024,South,Running Shoes,Fashion,Retargeting Campaign,Search Engine,Q1,3650,115000,4600,230,5%,34500,0.04,0.79,8.45
2/22/2024,West,Mechanical Keyboard,Electronics,Influencer Marketing Campaign,Email,Q1,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
2/29/2024,North,Sports Jacket,Fashion,Search Engine Ads Campaign,Direct Mail,Q1,5700,61000,1830,92,5%,22875,0.03,3.11,3.01
3/7/2024,West,Denim Jeans,Fashion,Social Media Boost Campaign,Social Media,Q1,3050,95000,3800,190,5%,28500,0.04,0.8,8.34
3/14/2024,West,Denim Jeans,Fashion,Summer Sale Campaign,Email,Q1,2350,76000,3800,190,5%,28500,0.05,0.62,11.13
3/21/2024,South,Fitness Tracker,Electronics,Search Engine Ads Campaign,Search Engine,Q2,3850,121000,4840,242,5%,36300,0.04,0.8,8.43
3/28/2024,South,Sneakers,Fashion,New Product Launch,Email,Q2,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
4/4/2024,West,Fitness Tracker,Electronics,Summer Sale Campaign,Direct Mail,Q2,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
4/11/2024,South,Hoodie,Fashion,Flash Sale Campaign,Social Media,Q2,3350,103000,4120,206,5%,30900,0.04,0.81,8.22
4/18/2024,West,Running Shoes,Fashion,New Product Launch,Email,Q2,2450,78000,3900,195,5%,29250,0.05,0.63,10.94
4/25/2024,North,Mechanical Keyboard,Electronics,Summer Sale Campaign,Search Engine,Q2,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
5/2/2024,West,Multivitamins,Health & Fitness,Search Engine Ads Campaign,Email,Q2,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
5/9/2024,South,Denim Jeans,Fashion,Retargeting Campaign,Direct Mail,Q2,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
5/16/2024,South,Multivitamins,Health & Fitness,Search Engine Ads Campaign,Social Media,Q2,3450,105000,4200,210,5%,31500,0.04,0.82,8.13
5/23/2024,South,Laptop Stand,Electronics,Summer Sale Campaign,Email,Q2,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
5/30/2024,South,Sneakers,Fashion,Summer Sale Campaign,Search Engine,Q2,3750,118000,4720,236,5%,35400,0.04,0.79,8.44
6/6/2024,South,Smart Watch,Electronics,Retargeting Campaign,Email,Q2,2250,75000,3750,188,5%,28125,0.05,0.6,11.5
6/13/2024,North,Wireless Earbuds,Electronics,Retargeting Campaign,Direct Mail,Q2,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
6/20/2024,North,Gaming Mouse,Electronics,Loyalty Program Campaign,Social Media,Q2,3650,111000,4440,222,5%,33300,0.04,0.82,8.12
6/27/2024,East,Sneakers,Fashion,Search Engine Ads Campaign,Email,Q2,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
7/4/2024,South,Resistance Bands,Health & Fitness,New Product Launch,Search Engine,Q3,3950,123000,4920,246,5%,36900,0.04,0.8,8.34
7/11/2024,South,Yoga Pants,Fashion,Cart Abandonment Campaign,Email,Q3,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
7/18/2024,West,Fitness Tracker,Electronics,Summer Sale Campaign,Direct Mail,Q3,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
7/25/2024,North,Sneakers,Fashion,New Product Launch,Social Media,Q3,3550,108000,4320,216,5%,32400,0.04,0.82,8.13
8/1/2024,South,Gaming Mouse,Electronics,Email Promotion,Email,Q3,2350,76000,3800,190,5%,28500,0.05,0.62,11.13
8/8/2024,East,Gaming Mouse,Electronics,Summer Sale Campaign,Search Engine,Q3,4150,128000,5120,256,5%,38400,0.04,0.81,8.25
8/15/2024,West,Power Bank,Electronics,Summer Sale Campaign,Email,Q3,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
8/22/2024,North,Gym Gloves,Health & Fitness,Loyalty Program Campaign,Direct Mail,Q3,5800,62000,1860,93,5%,23250,0.03,3.12,3.01
8/29/2024,West,Casual T-Shirt,Fashion,Email Promotion,Social Media,Q3,3450,105000,4200,210,5%,31500,0.04,0.82,8.13
9/5/2024,South,Hoodie,Fashion,Summer Sale Campaign,Email,Q3,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
9/12/2024,West,Bluetooth Speaker,Electronics,Summer Sale Campaign,Search Engine,Q4,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
9/19/2024,South,Sneakers,Fashion,New Product Launch,Email,Q4,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
9/26/2024,South,Power Bank,Electronics,Summer Sale Campaign,Direct Mail,Q4,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
10/3/2024,South,Hoodie,Fashion,Flash Sale Campaign,Social Media,Q4,3750,114000,4560,228,5%,34200,0.04,0.82,8.12
10/10/2024,South,Fitness Tracker,Electronics,Retargeting Campaign,Email,Q4,3050,93000,4650,232,5%,34875,0.05,0.66,10.43
10/17/2024,South,Yoga Pants,Fashion,Retargeting Campaign,Search Engine,Q4,4050,126000,5040,252,5%,37800,0.04,0.8,8.33
10/24/2024,South,Multivitamins,Health & Fitness,Retargeting Campaign,Email,Q4,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
10/31/2024,South,Mechanical Keyboard,Electronics,Flash Sale Campaign,Direct Mail,Q4,6300,66000,1980,99,5%,24750,0.03,3.18,2.93
11/7/2024,East,Casual T-Shirt,Fashion,Social Media Boost Campaign,Social Media,Q4,3850,118000,4720,236,5%,35400,0.04,0.82,8.19
11/14/2024,East,Mechanical Keyboard,Electronics,Summer Sale Campaign,Email,Q4,3150,96000,4800,240,5%,36000,0.05,0.66,10.43
11/21/2024,North,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Search Engine,Q4,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
11/28/2024,South,Sneakers,Fashion,Social Media Boost Campaign,Email,Q4,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
12/5/2024,North,Multivitamins,Health & Fitness,Summer Sale Campaign,Direct Mail,Q4,6300,66000,1980,99,5%,24750,0.03,3.18,2.93
12/12/2024,East,Wireless Earbuds,Electronics,Social Media Boost Campaign,Social Media,Q4,3950,121000,4840,242,5%,36300,0.04,0.82,8.19
12/19/2024,South,Casual T-Shirt,Fashion,Summer Sale Campaign,Email,Q4,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
12/26/2024,North,Sneakers,Fashion,Email Promotion,Search Engine,Q4,4450,137000,5480,274,5%,41100,0.04,0.81,8.24
1/6/2023,North,Gaming Mouse,Electronics,Social Media Boost Campaign,Social Media,Q1,2850,87000,3480,174,5%,26100,0.04,0.82,8.16
1/13/2023,West,Gaming Mouse,Electronics,New Product Launch,Email,Q1,1750,64000,3200,160,5%,24000,0.05,0.55,12.71
1/20/2023,North,Gym Gloves,Health & Fitness,Seasonal Discount Campaign,Search Engine,Q1,3350,105000,4200,210,5%,31500,0.04,0.8,8.4
1/27/2023,West,Power Bank,Electronics,Seasonal Discount Campaign,Direct Mail,Q1,5100,55000,1650,82,5%,20625,0.03,3.09,3.04
2/3/2023,West,Bluetooth Speaker,Electronics,Email Promotion,Email,Q1,2050,70000,3500,175,5%,26250,0.05,0.59,11.8
2/10/2023,West,Protein Powder,Health & Fitness,Social Media Boost Campaign,Social Media,Q1,3150,97000,3880,194,5%,29100,0.04,0.81,8.24
2/17/2023,West,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q1,2250,73000,3650,182,5%,27375,0.05,0.62,11.17
2/24/2023,South,Gaming Mouse,Electronics,New Product Launch,Search Engine,Q1,3750,117000,4680,234,5%,35100,0.04,0.8,8.36
3/3/2023,North,Resistance Bands,Health & Fitness,Social Media Boost Campaign,Direct Mail,Q1,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
3/10/2023,West,Denim Jeans,Fashion,Cart Abandonment Campaign,Email,Q1,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
3/17/2023,East,Fitness Tracker,Electronics,Retargeting Campaign,Social Media,Q1,3250,99000,3960,198,5%,29700,0.04,0.82,8.14
3/24/2023,North,Multivitamins,Health & Fitness,Search Engine Ads Campaign,Email,Q2,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
3/31/2023,West,Gaming Mouse,Electronics,Summer Sale Campaign,Search Engine,Q2,3850,120000,4800,240,5%,36000,0.04,0.8,8.35
4/7/2023,West,Hoodie,Fashion,Summer Sale Campaign,Direct Mail,Q2,5800,61000,1830,92,5%,22875,0.03,3.17,2.94
4/14/2023,North,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q2,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
4/21/2023,South,Yoga Mat,Health & Fitness,New Product Launch,Social Media,Q2,3450,104000,4160,208,5%,31200,0.04,0.83,8.04
4/28/2023,South,Yoga Mat,Health & Fitness,Cart Abandonment Campaign,Email,Q2,2550,78000,3900,195,5%,29250,0.05,0.65,10.47
5/5/2023,East,Yoga Pants,Fashion,Retargeting Campaign,Search Engine,Q2,3950,122000,4880,244,5%,36600,0.04,0.81,8.27
5/12/2023,North,Power Bank,Electronics,Social Media Boost Campaign,Direct Mail,Q2,5400,58000,1740,87,5%,21750,0.03,3.1,3.03
5/19/2023,East,Power Bank,Electronics,Cart Abandonment Campaign,Email,Q2,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
